Pendapatan_Bulanan,Rasio_Utang_Pendapatan,Skor_SLIK_OJK,Jumlah_Pinjaman_Aktif,Jenis_Kelamin,Suku,Jenis_Pekerjaan,Kode_Pos,Keputusan
16401616,39.16,3 - Kurang Lancar,1,Laki-laki,Sunda,Pengemudi Online,60241,Disetujui
13718220,10.0,1 - Lancar,1,Perempuan,Sunda,Karyawan Swasta,10110,Disetujui
8125515,49.29,1 - Lancar,3,Perempuan,Jawa,PNS,10110,Ditolak
4594299,39.45,3 - Kurang Lancar,1,Perempuan,Jawa,Karyawan Swasta,50132,Ditolak
4764713,21.12,1 - Lancar,1,Laki-laki,Tionghoa,Karyawan Swasta,12190,Disetujui
8560785,15.4,1 - Lancar,2,Perempuan,Lainnya,Karyawan Swasta,60241,Disetujui
11822899,48.54,2 - DPK,2,Laki-laki,Sunda,Karyawan Swasta,10110,Disetujui
6954365,38.7,1 - Lancar,1,Perempuan,Jawa,Wiraswasta,12190,Disetujui
11489817,60.0,4 - Diragukan,4,Laki-laki,Sunda,Karyawan Swasta,12190,Ditolak
3985391,35.09,1 - Lancar,2,Laki-laki,Jawa,Tidak Bekerja,10110,Disetujui
7053280,60.0,2 - DPK,0,Laki-laki,Sunda,Karyawan Swasta,50132,Ditolak
3633521,48.01,1 - Lancar,3,Laki-laki,Tionghoa,Karyawan Swasta,14450,Ditolak
10546012,26.55,2 - DPK,2,Laki-laki,Lainnya,Karyawan Swasta,50132,Disetujui
2403353,45.16,2 - DPK,1,Perempuan,Sunda,PNS,60241,Ditolak
4075459,41.83,1 - Lancar,3,Perempuan,Sunda,Wiraswasta,50132,Ditolak
15137098,29.46,1 - Lancar,2,Perempuan,Jawa,Wiraswasta,10110,Disetujui
11672270,10.0,1 - Lancar,3,Perempuan,Batak,Karyawan Swasta,60241,Disetujui
8259921,42.99,3 - Kurang Lancar,0,Perempuan,Sunda,Wiraswasta,60241,Ditolak
11595571,10.0,4 - Diragukan,0,Perempuan,Jawa,PNS,60241,Ditolak
9382832,26.6,1 - Lancar,1,Perempuan,Batak,Wiraswasta,60241,Disetujui
9477932,36.59,2 - DPK,0,Perempuan,Batak,PNS,12190,Ditolak
5119056,22.51,4 - Diragukan,1,Laki-laki,Jawa,Tidak Bekerja,12190,Ditolak
9534082,10.0,1 - Lancar,1,Perempuan,Batak,PNS,60241,Disetujui
10593083,21.16,1 - Lancar,1,Laki-laki,Batak,PNS,10110,Disetujui
6210614,10.0,1 - Lancar,2,Perempuan,Sunda,PNS,60241,Disetujui
6125197,16.87,2 - DPK,2,Perempuan,Jawa,Karyawan Swasta,60241,Disetujui
2754679,31.81,1 - Lancar,0,Laki-laki,Sunda,Karyawan Swasta,12190,Disetujui
4284819,48.63,1 - Lancar,1,Laki-laki,Tionghoa,Karyawan Swasta,14450,Ditolak
8691320,60.0,1 - Lancar,5,Laki-laki,Sunda,Karyawan Swasta,10110,Disetujui
6833541,28.67,1 - Lancar,2,Laki-laki,Jawa,Karyawan Swasta,10110,Disetujui
10150707,18.44,3 - Kurang Lancar,0,Perempuan,Batak,PNS,50132,Disetujui
3354992,21.93,1 - Lancar,1,Laki-laki,Sunda,PNS,12190,Disetujui
7354362,22.32,1 - Lancar,2,Laki-laki,Batak,Karyawan Swasta,50132,Disetujui
15322469,23.15,3 - Kurang Lancar,4,Laki-laki,Sunda,PNS,10110,Disetujui
8471844,10.0,2 - DPK,2,Laki-laki,Sunda,Wiraswasta,50132,Disetujui
3547277,36.05,2 - DPK,2,Laki-laki,Jawa,Karyawan Swasta,50132,Disetujui
8373655,22.73,1 - Lancar,1,Laki-laki,Batak,Karyawan Swasta,12190,Disetujui
19806063,24.76,3 - Kurang Lancar,1,Perempuan,Sunda,Karyawan Swasta,60241,Disetujui
5987044,47.68,5 - Macet,1,Laki-laki,Sunda,Tidak Bekerja,60241,Ditolak
7736134,25.77,1 - Lancar,0,Laki-laki,Lainnya,Wiraswasta,60241,Disetujui
4437143,11.02,2 - DPK,3,Laki-laki,Jawa,Wiraswasta,50132,Disetujui
10219347,27.24,2 - DPK,1,Perempuan,Tionghoa,Karyawan Swasta,14450,Ditolak
4096684,21.01,1 - Lancar,5,Laki-laki,Jawa,PNS,10110,Disetujui
7640119,11.39,1 - Lancar,1,Laki-laki,Tionghoa,Wiraswasta,10110,Disetujui
8578233,17.2,1 - Lancar,2,Perempuan,Jawa,PNS,50132,Disetujui
5680690,36.33,5 - Macet,0,Perempuan,Jawa,Karyawan Swasta,60241,Ditolak
9708572,28.47,1 - Lancar,2,Laki-laki,Jawa,Karyawan Swasta,10110,Disetujui
11780879,19.71,1 - Lancar,0,Perempuan,Sunda,Karyawan Swasta,10110,Disetujui
8192251,49.67,1 - Lancar,1,Perempuan,Jawa,Wiraswasta,10110,Ditolak
17467665,27.34,1 - Lancar,2,Laki-laki,Sunda,Karyawan Swasta,60241,Disetujui
8795240,59.34,1 - Lancar,1,Laki-laki,Jawa,Wiraswasta,12190,Disetujui
10252421,23.84,2 - DPK,2,Laki-laki,Jawa,Karyawan Swasta,10110,Disetujui
7474311,31.11,3 - Kurang Lancar,0,Perempuan,Jawa,Karyawan Swasta,50132,Ditolak
12687903,17.55,2 - DPK,1,Laki-laki,Sunda,PNS,50132,Disetujui
14340234,14.83,3 - Kurang Lancar,1,Laki-laki,Jawa,Wiraswasta,50132,Disetujui
3490237,12.82,1 - Lancar,2,Perempuan,Jawa,PNS,12190,Disetujui
9064650,20.36,1 - Lancar,0,Perempuan,Sunda,Karyawan Swasta,12190,Disetujui
12945922,34.49,1 - Lancar,3,Perempuan,Sunda,Karyawan Swasta,50132,Disetujui
6524125,32.88,1 - Lancar,2,Laki-laki,Lainnya,PNS,60241,Disetujui
6193991,13.35,1 - Lancar,2,Laki-laki,Jawa,Wiraswasta,50132,Disetujui
5520173,19.48,1 - Lancar,2,Perempuan,Batak,Karyawan Swasta,50132,Disetujui
11460981,53.35,2 - DPK,3,Perempuan,Jawa,Wiraswasta,50132,Ditolak
7098190,38.02,1 - Lancar,1,Laki-laki,Jawa,PNS,12190,Disetujui
5286305,27.57,1 - Lancar,1,Laki-laki,Sunda,Karyawan Swasta,60241,Disetujui
7111331,31.6,2 - DPK,1,Laki-laki,Sunda,Wiraswasta,60241,Disetujui
12264662,57.6,1 - Lancar,2,Perempuan,Jawa,Karyawan Swasta,12190,Ditolak
4407856,41.41,1 - Lancar,0,Laki-laki,Jawa,Karyawan Swasta,12190,Disetujui
6428548,14.36,1 - Lancar,3,Laki-laki,Lainnya,Karyawan Swasta,50132,Disetujui
6059172,10.0,2 - DPK,5,Perempuan,Jawa,Karyawan Swasta,12190,Disetujui
8667514,10.0,1 - Lancar,3,Laki-laki,Sunda,Karyawan Swasta,10110,Disetujui
11600843,60.0,1 - Lancar,2,Perempuan,Jawa,Karyawan Swasta,12190,Ditolak
5908938,24.15,1 - Lancar,2,Laki-laki,Jawa,PNS,12190,Disetujui
16967971,14.41,3 - Kurang Lancar,1,Laki-laki,Jawa,Wiraswasta,50132,Disetujui
7530430,22.75,1 - Lancar,0,Laki-laki,Jawa,Wiraswasta,50132,Disetujui
10649998,37.23,1 - Lancar,2,Perempuan,Jawa,Karyawan Swasta,10110,Disetujui
7086439,53.29,1 - Lancar,1,Laki-laki,Jawa,Wiraswasta,60241,Disetujui
12813566,26.75,1 - Lancar,2,Laki-laki,Jawa,Karyawan Swasta,10110,Disetujui
7379220,18.98,1 - Lancar,3,Perempuan,Batak,Tidak Bekerja,10110,Disetujui
7622202,37.86,1 - Lancar,0,Perempuan,Batak,Karyawan Swasta,10110,Disetujui
3846307,25.89,3 - Kurang Lancar,3,Laki-laki,Jawa,Wiraswasta,12190,Disetujui
14983715,30.34,1 - Lancar,2,Perempuan,Jawa,Karyawan Swasta,10110,Disetujui
1855039,38.11,1 - Lancar,1,Laki-laki,Tionghoa,Karyawan Swasta,14450,Ditolak
12993334,32.81,1 - Lancar,2,Perempuan,Sunda,Karyawan Swasta,60241,Disetujui
5993279,22.97,1 - Lancar,2,Perempuan,Tionghoa,PNS,14450,Ditolak
9007547,41.77,1 - Lancar,1,Laki-laki,Jawa,Karyawan Swasta,10110,Disetujui
25049210,24.42,1 - Lancar,0,Laki-laki,Sunda,PNS,12190,Disetujui
3886015,13.87,1 - Lancar,2,Perempuan,Batak,Wiraswasta,60241,Disetujui
9816909,14.35,1 - Lancar,1,Perempuan,Jawa,PNS,60241,Disetujui
5542037,32.22,2 - DPK,1,Perempuan,Tionghoa,Tidak Bekerja,14450,Ditolak
7706752,10.0,1 - Lancar,3,Laki-laki,Jawa,Karyawan Swasta,50132,Disetujui
20557380,12.41,1 - Lancar,2,Laki-laki,Jawa,Wiraswasta,60241,Disetujui
15133425,10.0,1 - Lancar,2,Perempuan,Batak,Wiraswasta,60241,Disetujui
9824989,16.54,1 - Lancar,2,Laki-laki,Batak,PNS,60241,Disetujui
5536309,39.46,1 - Lancar,2,Perempuan,Sunda,Karyawan Swasta,12190,Disetujui
10207184,20.48,2 - DPK,2,Laki-laki,Batak,Karyawan Swasta,10110,Disetujui
11214171,46.36,2 - DPK,2,Laki-laki,Sunda,Karyawan Swasta,60241,Disetujui
4065407,10.0,1 - Lancar,1,Perempuan,Jawa,Karyawan Swasta,10110,Disetujui
3706608,30.72,2 - DPK,1,Perempuan,Batak,PNS,50132,Ditolak
10031486,10.0,3 - Kurang Lancar,4,Laki-laki,Lainnya,Karyawan Swasta,12190,Disetujui
10192952,10.0,2 - DPK,0,Laki-laki,Jawa,Pengemudi Online,12190,Disetujui
5482310,43.71,1 - Lancar,4,Laki-laki,Lainnya,Karyawan Swasta,50132,Disetujui
7626859,55.59,1 - Lancar,1,Perempuan,Batak,Tidak Bekerja,50132,Ditolak
37309989,20.25,1 - Lancar,4,Perempuan,Batak,Wiraswasta,60241,Disetujui
10058375,44.35,1 - Lancar,1,Perempuan,Jawa,Karyawan Swasta,10110,Disetujui
7292467,14.55,1 - Lancar,0,Perempuan,Sunda,Karyawan Swasta,12190,Disetujui
3805658,16.53,1 - Lancar,1,Perempuan,Sunda,Karyawan Swasta,60241,Disetujui
8432039,49.68,1 - Lancar,2,Perempuan,Jawa,Karyawan Swasta,60241,Ditolak
9109060,10.0,1 - Lancar,2,Perempuan,Jawa,Tidak Bekerja,60241,Disetujui
15774274,34.61,4 - Diragukan,1,Perempuan,Jawa,Karyawan Swasta,10110,Ditolak
13212223,36.13,3 - Kurang Lancar,1,Perempuan,Sunda,Karyawan Swasta,10110,Ditolak
3890821,26.73,1 - Lancar,0,Perempuan,Jawa,Wiraswasta,12190,Disetujui
11317477,10.0,1 - Lancar,1,Laki-laki,Sunda,Wiraswasta,10110,Disetujui
7851009,50.72,1 - Lancar,2,Perempuan,Batak,Karyawan Swasta,50132,Ditolak
8301550,31.45,3 - Kurang Lancar,2,Laki-laki,Tionghoa,Wiraswasta,10110,Ditolak
7838668,53.19,1 - Lancar,2,Laki-laki,Jawa,PNS,10110,Disetujui
15118945,14.54,1 - Lancar,0,Laki-laki,Jawa,Wiraswasta,60241,Disetujui
9100565,37.48,1 - Lancar,0,Perempuan,Jawa,Karyawan Swasta,50132,Disetujui
12905394,49.71,2 - DPK,1,Perempuan,Jawa,Wiraswasta,12190,Ditolak
8315698,36.92,1 - Lancar,3,Laki-laki,Tionghoa,Karyawan Swasta,60241,Ditolak
6030148,39.16,1 - Lancar,0,Laki-laki,Batak,Karyawan Swasta,50132,Disetujui
4773550,41.45,1 - Lancar,3,Laki-laki,Jawa,Wiraswasta,10110,Disetujui
9401659,60.0,1 - Lancar,2,Perempuan,Jawa,Wiraswasta,50132,Ditolak
7492491,17.28,1 - Lancar,1,Laki-laki,Jawa,Wiraswasta,50132,Disetujui
15512240,25.51,1 - Lancar,2,Perempuan,Sunda,Karyawan Swasta,10110,Disetujui
8880109,48.36,2 - DPK,0,Laki-laki,Sunda,Karyawan Swasta,12190,Disetujui
11149324,26.56,1 - Lancar,1,Laki-laki,Batak,PNS,50132,Disetujui
16209992,60.0,1 - Lancar,3,Perempuan,Batak,Wiraswasta,10110,Ditolak
5314343,40.22,1 - Lancar,1,Laki-laki,Jawa,Wiraswasta,60241,Disetujui
5974189,23.95,1 - Lancar,1,Perempuan,Lainnya,Karyawan Swasta,10110,Disetujui
4941070,29.73,1 - Lancar,2,Perempuan,Tionghoa,PNS,14450,Ditolak
9434950,24.71,5 - Macet,3,Laki-laki,Sunda,PNS,12190,Ditolak
17944171,10.94,4 - Diragukan,2,Perempuan,Sunda,Wiraswasta,60241,Disetujui
5535304,20.88,1 - Lancar,0,Perempuan,Jawa,Wiraswasta,12190,Disetujui
12745491,19.75,1 - Lancar,4,Perempuan,Jawa,PNS,50132,Disetujui
8503450,10.0,1 - Lancar,1,Laki-laki,Batak,PNS,50132,Disetujui
6913985,25.47,1 - Lancar,0,Laki-laki,Jawa,Wiraswasta,10110,Disetujui
13339729,60.0,1 - Lancar,2,Laki-laki,Sunda,Karyawan Swasta,60241,Disetujui
3746588,14.58,1 - Lancar,0,Laki-laki,Jawa,Wiraswasta,12190,Disetujui
10488052,11.84,1 - Lancar,2,Perempuan,Tionghoa,Tidak Bekerja,14450,Ditolak
11165059,12.78,3 - Kurang Lancar,1,Perempuan,Tionghoa,Karyawan Swasta,14450,Ditolak
3359555,30.7,1 - Lancar,1,Laki-laki,Sunda,PNS,60241,Disetujui
3788847,21.68,1 - Lancar,0,Laki-laki,Tionghoa,Karyawan Swasta,14450,Ditolak
14668155,25.34,1 - Lancar,0,Laki-laki,Jawa,Karyawan Swasta,50132,Disetujui
8825215,55.84,1 - Lancar,2,Laki-laki,Sunda,Karyawan Swasta,10110,Disetujui
6787552,10.0,5 - Macet,4,Perempuan,Batak,Karyawan Swasta,12190,Ditolak
5882198,18.48,1 - Lancar,3,Laki-laki,Jawa,Wiraswasta,60241,Disetujui
15630629,18.79,1 - Lancar,0,Laki-laki,Jawa,Wiraswasta,12190,Disetujui
2462795,40.71,1 - Lancar,3,Laki-laki,Tionghoa,Wiraswasta,50132,Ditolak
8074299,24.78,1 - Lancar,2,Laki-laki,Jawa,Karyawan Swasta,10110,Disetujui
4450456,11.17,2 - DPK,1,Laki-laki,Jawa,Karyawan Swasta,50132,Disetujui
8010787,33.72,1 - Lancar,4,Perempuan,Batak,Wiraswasta,50132,Disetujui
9564731,14.74,1 - Lancar,1,Perempuan,Jawa,Karyawan Swasta,60241,Disetujui
6472504,45.42,1 - Lancar,2,Perempuan,Jawa,Wiraswasta,50132,Ditolak
14325040,26.74,3 - Kurang Lancar,1,Perempuan,Jawa,Wiraswasta,10110,Ditolak
3640188,49.18,1 - Lancar,1,Laki-laki,Tionghoa,Karyawan Swasta,14450,Ditolak
6259589,33.84,1 - Lancar,0,Laki-laki,Sunda,Tidak Bekerja,12190,Disetujui
6648733,50.64,1 - Lancar,2,Perempuan,Jawa,Karyawan Swasta,10110,Ditolak
5977985,22.5,1 - Lancar,0,Laki-laki,Jawa,Wiraswasta,60241,Disetujui
8893726,37.56,3 - Kurang Lancar,0,Perempuan,Jawa,Karyawan Swasta,12190,Ditolak
13127213,31.21,1 - Lancar,3,Perempuan,Jawa,Wiraswasta,60241,Disetujui
6646477,33.64,1 - Lancar,0,Laki-laki,Tionghoa,Wiraswasta,14450,Ditolak
5442683,29.63,2 - DPK,1,Perempuan,Tionghoa,Wiraswasta,14450,Ditolak
5957452,42.82,2 - DPK,2,Perempuan,Sunda,PNS,10110,Ditolak
7977044,10.0,4 - Diragukan,1,Laki-laki,Sunda,PNS,10110,Disetujui
3215341,10.0,2 - DPK,1,Perempuan,Lainnya,PNS,12190,Disetujui
3477423,57.93,1 - Lancar,2,Laki-laki,Jawa,Karyawan Swasta,60241,Ditolak
14488469,37.12,3 - Kurang Lancar,2,Laki-laki,Jawa,Karyawan Swasta,50132,Disetujui
28256253,27.15,1 - Lancar,1,Laki-laki,Batak,Wiraswasta,60241,Disetujui
6283649,55.25,1 - Lancar,1,Laki-laki,Jawa,Karyawan Swasta,12190,Disetujui
7163445,33.13,2 - DPK,0,Perempuan,Jawa,Karyawan Swasta,10110,Ditolak
6767947,46.83,2 - DPK,2,Perempuan,Jawa,Karyawan Swasta,50132,Ditolak
12122685,10.0,1 - Lancar,0,Laki-laki,Sunda,Karyawan Swasta,50132,Disetujui
14215420,25.02,1 - Lancar,1,Laki-laki,Jawa,Wiraswasta,50132,Disetujui
3532838,47.26,1 - Lancar,3,Laki-laki,Batak,Karyawan Swasta,50132,Disetujui
14497584,29.31,1 - Lancar,3,Laki-laki,Sunda,Wiraswasta,12190,Disetujui
2985403,11.76,1 - Lancar,3,Perempuan,Batak,Wiraswasta,10110,Disetujui
9070812,13.19,2 - DPK,1,Laki-laki,Jawa,PNS,12190,Disetujui
6987348,35.78,1 - Lancar,1,Laki-laki,Jawa,Karyawan Swasta,60241,Disetujui
9870687,49.41,2 - DPK,2,Laki-laki,Jawa,Tidak Bekerja,50132,Disetujui
7623088,17.84,1 - Lancar,4,Laki-laki,Jawa,Karyawan Swasta,60241,Disetujui
21345523,49.0,1 - Lancar,0,Perempuan,Jawa,PNS,10110,Disetujui
3351015,52.17,1 - Lancar,1,Laki-laki,Jawa,Karyawan Swasta,60241,Disetujui
10852578,30.82,3 - Kurang Lancar,1,Laki-laki,Jawa,Karyawan Swasta,50132,Disetujui
21057293,10.73,1 - Lancar,0,Laki-laki,Jawa,Pengemudi Online,12190,Disetujui
4733645,18.31,3 - Kurang Lancar,1,Perempuan,Jawa,Wiraswasta,12190,Ditolak
13738805,34.8,1 - Lancar,2,Laki-laki,Batak,Karyawan Swasta,10110,Disetujui
3359455,32.19,2 - DPK,1,Laki-laki,Jawa,Wiraswasta,10110,Disetujui
7252705,44.26,1 - Lancar,0,Laki-laki,Tionghoa,Karyawan Swasta,14450,Ditolak
11152104,47.19,4 - Diragukan,3,Perempuan,Jawa,Karyawan Swasta,10110,Ditolak
6968952,10.0,1 - Lancar,1,Perempuan,Jawa,PNS,10110,Disetujui
18317645,10.64,1 - Lancar,2,Laki-laki,Batak,Karyawan Swasta,60241,Disetujui
10901270,32.83,4 - Diragukan,3,Laki-laki,Lainnya,Karyawan Swasta,50132,Ditolak
9842417,45.21,1 - Lancar,1,Laki-laki,Jawa,Wiraswasta,12190,Disetujui
24088740,34.93,1 - Lancar,3,Laki-laki,Sunda,Wiraswasta,10110,Disetujui
7401029,17.84,1 - Lancar,2,Laki-laki,Jawa,Tidak Bekerja,10110,Disetujui
6069939,10.0,1 - Lancar,2,Perempuan,Jawa,Karyawan Swasta,10110,Disetujui
12926593,41.96,1 - Lancar,4,Laki-laki,Sunda,Wiraswasta,10110,Disetujui
9801162,57.16,1 - Lancar,5,Laki-laki,Jawa,Karyawan Swasta,10110,Disetujui
6520312,38.75,1 - Lancar,4,Perempuan,Batak,PNS,50132,Disetujui
6823217,22.22,4 - Diragukan,1,Perempuan,Sunda,Pengemudi Online,10110,Ditolak
12694097,10.0,2 - DPK,1,Perempuan,Jawa,Karyawan Swasta,12190,Disetujui
15188660,28.12,1 - Lancar,0,Perempuan,Sunda,Karyawan Swasta,12190,Disetujui
9951305,34.36,1 - Lancar,2,Laki-laki,Tionghoa,Karyawan Swasta,14450,Ditolak
21939607,60.0,1 - Lancar,1,Laki-laki,Jawa,Tidak Bekerja,12190,Disetujui
7882994,29.63,1 - Lancar,3,Perempuan,Batak,Karyawan Swasta,60241,Disetujui
4231996,32.37,1 - Lancar,4,Perempuan,Jawa,Karyawan Swasta,10110,Disetujui
21034983,50.36,1 - Lancar,1,Perempuan,Lainnya,Karyawan Swasta,60241,Disetujui
6151892,60.0,1 - Lancar,4,Perempuan,Jawa,Wiraswasta,12190,Ditolak
2141304,41.16,1 - Lancar,0,Perempuan,Jawa,PNS,10110,Ditolak
14753979,16.38,1 - Lancar,2,Laki-laki,Jawa,Wiraswasta,60241,Disetujui
8731992,22.68,1 - Lancar,4,Laki-laki,Jawa,Karyawan Swasta,12190,Disetujui
9273895,31.05,1 - Lancar,1,Laki-laki,Sunda,Wiraswasta,50132,Disetujui
9098777,10.0,1 - Lancar,2,Laki-laki,Jawa,Karyawan Swasta,10110,Disetujui
9097294,28.99,1 - Lancar,1,Laki-laki,Jawa,Wiraswasta,12190,Disetujui
2791557,10.0,1 - Lancar,1,Laki-laki,Sunda,Karyawan Swasta,50132,Disetujui
8629808,31.68,1 - Lancar,2,Laki-laki,Jawa,Karyawan Swasta,12190,Disetujui
24361945,52.73,2 - DPK,1,Perempuan,Tionghoa,Tidak Bekerja,14450,Ditolak
17223930,28.21,1 - Lancar,1,Laki-laki,Batak,Karyawan Swasta,10110,Disetujui
9014290,11.94,2 - DPK,0,Perempuan,Jawa,Wiraswasta,60241,Disetujui
6483725,60.0,1 - Lancar,1,Perempuan,Batak,Karyawan Swasta,10110,Ditolak
7152893,25.71,2 - DPK,0,Laki-laki,Sunda,Karyawan Swasta,12190,Disetujui
1862371,42.49,1 - Lancar,0,Perempuan,Sunda,Wiraswasta,12190,Ditolak
14393175,58.97,2 - DPK,0,Perempuan,Sunda,Wiraswasta,50132,Ditolak
5022465,10.0,1 - Lancar,1,Laki-laki,Sunda,Karyawan Swasta,60241,Disetujui
7306713,23.92,2 - DPK,3,Perempuan,Batak,Karyawan Swasta,10110,Disetujui
23187309,15.12,1 - Lancar,1,Perempuan,Jawa,Wiraswasta,60241,Disetujui
9509504,41.99,1 - Lancar,1,Laki-laki,Batak,Karyawan Swasta,10110,Disetujui
13608369,18.85,1 - Lancar,1,Perempuan,Batak,Karyawan Swasta,50132,Disetujui
11079831,24.83,1 - Lancar,1,Perempuan,Tionghoa,PNS,14450,Ditolak
5473237,16.54,4 - Diragukan,3,Laki-laki,Jawa,Karyawan Swasta,10110,Ditolak
11146372,53.04,1 - Lancar,0,Laki-laki,Sunda,Karyawan Swasta,50132,Disetujui
11939876,10.0,1 - Lancar,2,Perempuan,Batak,Karyawan Swasta,12190,Disetujui
2776397,10.0,1 - Lancar,3,Perempuan,Batak,Karyawan Swasta,10110,Disetujui
17311584,51.98,1 - Lancar,1,Laki-laki,Jawa,Karyawan Swasta,60241,Disetujui
5856248,10.0,1 - Lancar,1,Perempuan,Jawa,Pengemudi Online,60241,Disetujui
4697518,19.31,1 - Lancar,0,Perempuan,Jawa,Karyawan Swasta,50132,Disetujui
7877642,14.21,3 - Kurang Lancar,2,Perempuan,Sunda,Karyawan Swasta,10110,Disetujui
13827872,12.69,2 - DPK,1,Laki-laki,Batak,Karyawan Swasta,50132,Disetujui
4054436,37.37,1 - Lancar,0,Perempuan,Lainnya,PNS,60241,Ditolak
12563186,10.0,1 - Lancar,1,Perempuan,Batak,Karyawan Swasta,10110,Disetujui
5267539,31.43,1 - Lancar,1,Perempuan,Jawa,Wiraswasta,60241,Disetujui
8458160,30.51,1 - Lancar,4,Perempuan,Sunda,PNS,10110,Disetujui
6561833,38.13,1 - Lancar,4,Perempuan,Sunda,Pengemudi Online,60241,Disetujui
